measure,location,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Chronic obstructive pulmonary disease,Number,2011,3431065.466907566,3767782.3091768264,3020835.012299139
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Chronic obstructive pulmonary disease,Number,2011,6280467.481572482,6734099.420566438,5851458.0971372565
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Chronic obstructive pulmonary disease,Number,2011,4292604.619807395,4718197.526008895,3820206.1824445357
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Chronic obstructive pulmonary disease,Number,2011,5813327.072174906,6197924.526439076,5387272.8944561295
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Chronic obstructive pulmonary disease,Number,2011,4295589.0893511195,4732874.685943413,3790955.2927050088
DALYs (Disability-Adjusted Life Years),Global,Male,80-84,Chronic obstructive pulmonary disease,Number,2011,4257261.609439456,4534918.654527474,3903194.5841131187
DALYs (Disability-Adjusted Life Years),Global,Female,80-84,Chronic obstructive pulmonary disease,Number,2011,3667970.2285125083,4014903.250155679,3185171.744226311
DALYs (Disability-Adjusted Life Years),Global,Male,85-89,Chronic obstructive pulmonary disease,Number,2011,2106143.6859520143,2239876.7267588903,1902919.5235142724
DALYs (Disability-Adjusted Life Years),Global,Female,85-89,Chronic obstructive pulmonary disease,Number,2011,2125219.5691025737,2343775.2690258455,1809127.2166713402
DALYs (Disability-Adjusted Life Years),Global,Male,90-94,Chronic obstructive pulmonary disease,Number,2011,543637.964230316,585239.0003254046,478405.54518902674
DALYs (Disability-Adjusted Life Years),Global,Female,90-94,Chronic obstructive pulmonary disease,Number,2011,843504.8805053427,936439.6203146765,703331.7757951324
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Chronic obstructive pulmonary disease,Number,2011,127399.16775063498,139592.7799743809,106517.16282425418
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Chronic obstructive pulmonary disease,Number,2011,261110.1871811304,292228.9471729407,210436.77070542672
DALYs (Disability-Adjusted Life Years),Global,Male,0-6 days,Chronic obstructive pulmonary disease,Number,2013,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,0-6 days,Chronic obstructive pulmonary disease,Number,2013,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,7-27 days,Chronic obstructive pulmonary disease,Number,2013,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,7-27 days,Chronic obstructive pulmonary disease,Number,2013,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,28-364 days,Chronic obstructive pulmonary disease,Number,2013,630.6228176913146,789.1592940136089,445.0607434589753
DALYs (Disability-Adjusted Life Years),Global,Female,28-364 days,Chronic obstructive pulmonary disease,Number,2013,691.3371567356704,860.3691378226404,503.81288296365994
DALYs (Disability-Adjusted Life Years),Global,Male,1-4 years,Chronic obstructive pulmonary disease,Number,2013,64279.32741117408,105696.25794564508,47240.0275495607
DALYs (Disability-Adjusted Life Years),Global,Female,1-4 years,Chronic obstructive pulmonary disease,Number,2013,100316.69753120531,175590.87887067688,57324.318339487545
DALYs (Disability-Adjusted Life Years),Global,Male,5-9 years,Chronic obstructive pulmonary disease,Number,2013,64250.02299964576,75512.9991821422,52990.02657356004
DALYs (Disability-Adjusted Life Years),Global,Female,5-9 years,Chronic obstructive pulmonary disease,Number,2013,66252.71220304137,78115.46765921477,54859.19199058224
DALYs (Disability-Adjusted Life Years),Global,Male,10-14 years,Chronic obstructive pulmonary disease,Number,2013,89204.07537949068,103630.70992150069,72939.92651743311
DALYs (Disability-Adjusted Life Years),Global,Female,10-14 years,Chronic obstructive pulmonary disease,Number,2013,91846.90324335727,106517.04932486915,75612.79748415509
DALYs (Disability-Adjusted Life Years),Global,Male,15-19 years,Chronic obstructive pulmonary disease,Number,2013,182487.27160025563,209220.94968777988,156915.34835070133
DALYs (Disability-Adjusted Life Years),Global,Female,15-19 years,Chronic obstructive pulmonary disease,Number,2013,169468.99526765145,194088.66661725007,143705.7180442579
DALYs (Disability-Adjusted Life Years),Global,Male,20-24 years,Chronic obstructive pulmonary disease,Number,2013,257412.39942694877,292702.97450602934,223445.57944251972
DALYs (Disability-Adjusted Life Years),Global,Female,20-24 years,Chronic obstructive pulmonary disease,Number,2013,247515.6806004992,283419.5784073751,207953.9931730497
DALYs (Disability-Adjusted Life Years),Global,Male,25-29 years,Chronic obstructive pulmonary disease,Number,2013,332199.72324890445,371911.32181756874,290263.5761764451
DALYs (Disability-Adjusted Life Years),Global,Female,25-29 years,Chronic obstructive pulmonary disease,Number,2013,315696.7126529112,360320.307407641,267071.1488308327
DALYs (Disability-Adjusted Life Years),Global,Male,30-34 years,Chronic obstructive pulmonary disease,Number,2013,414105.1529359498,464966.86324697087,362367.2144520063
DALYs (Disability-Adjusted Life Years),Global,Female,30-34 years,Chronic obstructive pulmonary disease,Number,2013,371507.1119455337,424953.9749099822,315687.2885756294
DALYs (Disability-Adjusted Life Years),Global,Male,35-39 years,Chronic obstructive pulmonary disease,Number,2013,521794.8260330727,589305.6161655369,459211.1640712197
DALYs (Disability-Adjusted Life Years),Global,Female,35-39 years,Chronic obstructive pulmonary disease,Number,2013,447686.5625344955,513734.6404984063,381200.59510922706
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Chronic obstructive pulmonary disease,Number,2013,817508.5385566355,912725.1670222254,731584.159483945
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Chronic obstructive pulmonary disease,Number,2013,604394.92459741,698971.1102386817,520684.773462028
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Chronic obstructive pulmonary disease,Number,2013,1425650.9708892,1576354.261753875,1277101.3598235461
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Chronic obstructive pulmonary disease,Number,2013,970759.9846895699,1113477.8487279932,844876.3291137113
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Chronic obstructive pulmonary disease,Number,2013,2197304.9015717153,2419042.857966701,1992919.6210506968
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Chronic obstructive pulmonary disease,Number,2013,1439231.1035092953,1627324.1481994062,1251015.180982614
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Chronic obstructive pulmonary disease,Number,2013,3181334.2668236587,3463034.519255444,2885485.7882190095
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Chronic obstructive pulmonary disease,Number,2013,1976232.7880266982,2213014.4899133435,1742942.111749745
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Chronic obstructive pulmonary disease,Number,2013,4583453.413287178,4933898.462006881,4228594.512012143
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Chronic obstructive pulmonary disease,Number,2013,2960421.1746126194,3311040.9830880896,2614704.1611410477
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Chronic obstructive pulmonary disease,Number,2013,5392891.5921293935,5787107.044991446,5001546.632102208
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Chronic obstructive pulmonary disease,Number,2013,3515462.220338298,3867676.142299958,3099324.337318855
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Chronic obstructive pulmonary disease,Number,2013,6190580.511010944,6623647.471677628,5755990.767900985
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Chronic obstructive pulmonary disease,Number,2013,4249132.909218534,4690434.010283607,3738118.283814593
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Chronic obstructive pulmonary disease,Number,2013,5879983.615525727,6274221.033822326,5473518.754815155
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Chronic obstructive pulmonary disease,Number,2013,4330431.520748717,4767450.506868357,3806041.465499428
DALYs (Disability-Adjusted Life Years),Global,Male,80-84,Chronic obstructive pulmonary disease,Number,2013,4486151.118444871,4777553.509750715,4114816.260269262
DALYs (Disability-Adjusted Life Years),Global,Female,80-84,Chronic obstructive pulmonary disease,Number,2013,3825339.285736069,4219735.883419541,3323052.859975668
DALYs (Disability-Adjusted Life Years),Global,Male,85-89,Chronic obstructive pulmonary disease,Number,2013,2323766.447736663,2469482.3898929306,2109585.9713135785
DALYs (Disability-Adjusted Life Years),Global,Female,85-89,Chronic obstructive pulmonary disease,Number,2013,2233014.241343808,2470031.989539649,1908762.7577528427
DALYs (Disability-Adjusted Life Years),Global,Male,90-94,Chronic obstructive pulmonary disease,Number,2013,602155.5755534045,648247.3637880622,527213.0568566411
DALYs (Disability-Adjusted Life Years),Global,Female,90-94,Chronic obstructive pulmonary disease,Number,2013,921694.5018546154,1023889.6069078887,763920.5406811103
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Chronic obstructive pulmonary disease,Number,2013,138798.68091169302,152253.9096871692,115531.38137867296
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Chronic obstructive pulmonary disease,Number,2013,280497.6016821995,313511.3699266678,225772.05898276196
DALYs (Disability-Adjusted Life Years),Global,Male,0-6 days,Chronic obstructive pulmonary disease,Number,2010,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,0-6 days,Chronic obstructive pulmonary disease,Number,2010,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,7-27 days,Chronic obstructive pulmonary disease,Number,2010,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,7-27 days,Chronic obstructive pulmonary disease,Number,2010,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,28-364 days,Chronic obstructive pulmonary disease,Number,2010,634.3541091279733,787.3411937514431,449.96898663453015
DALYs (Disability-Adjusted Life Years),Global,Female,28-364 days,Chronic obstructive pulmonary disease,Number,2010,689.4240107302188,853.2911013305545,505.5129799084999
DALYs (Disability-Adjusted Life Years),Global,Male,1-4 years,Chronic obstructive pulmonary disease,Number,2010,68628.60487944886,117277.25920162258,50322.8724395431
DALYs (Disability-Adjusted Life Years),Global,Female,1-4 years,Chronic obstructive pulmonary disease,Number,2010,106732.33173778505,188348.3979954564,58360.83117253955
DALYs (Disability-Adjusted Life Years),Global,Male,5-9 years,Chronic obstructive pulmonary disease,Number,2010,65654.76251410563,76437.24108967771,54705.84089280317
DALYs (Disability-Adjusted Life Years),Global,Female,5-9 years,Chronic obstructive pulmonary disease,Number,2010,67000.89541317796,79228.82155890529,54845.270442998546
DALYs (Disability-Adjusted Life Years),Global,Male,10-14 years,Chronic obstructive pulmonary disease,Number,2010,91025.02439379043,104752.91219270747,75710.44829390541
DALYs (Disability-Adjusted Life Years),Global,Female,10-14 years,Chronic obstructive pulmonary disease,Number,2010,92429.28558799242,107506.74734426395,77093.97770547617
DALYs (Disability-Adjusted Life Years),Global,Male,15-19 years,Chronic obstructive pulmonary disease,Number,2010,188114.62966861564,216029.5929094727,161373.19658591057
DALYs (Disability-Adjusted Life Years),Global,Female,15-19 years,Chronic obstructive pulmonary disease,Number,2010,176526.80301758755,202996.2758089671,150158.93727353937
DALYs (Disability-Adjusted Life Years),Global,Male,20-24 years,Chronic obstructive pulmonary disease,Number,2010,269786.07523641514,305294.96158074134,235480.18097491137
DALYs (Disability-Adjusted Life Years),Global,Female,20-24 years,Chronic obstructive pulmonary disease,Number,2010,260764.01406381503,298201.5099599012,220853.28473537194
DALYs (Disability-Adjusted Life Years),Global,Male,25-29 years,Chronic obstructive pulmonary disease,Number,2010,333543.1692127549,374870.8272579712,291502.6517012712
DALYs (Disability-Adjusted Life Years),Global,Female,25-29 years,Chronic obstructive pulmonary disease,Number,2010,313361.15073177963,355537.93370904884,265799.47685515694
DALYs (Disability-Adjusted Life Years),Global,Male,30-34 years,Chronic obstructive pulmonary disease,Number,2010,421350.6507380987,474428.37593044696,370649.8346034685
DALYs (Disability-Adjusted Life Years),Global,Female,30-34 years,Chronic obstructive pulmonary disease,Number,2010,375311.0016950501,427637.5645181662,318789.88930921553
DALYs (Disability-Adjusted Life Years),Global,Male,35-39 years,Chronic obstructive pulmonary disease,Number,2010,556964.583809008,629973.4670624776,492936.3619913722
DALYs (Disability-Adjusted Life Years),Global,Female,35-39 years,Chronic obstructive pulmonary disease,Number,2010,466272.65423983854,537180.5258686541,396727.64124531375
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Chronic obstructive pulmonary disease,Number,2010,846700.2555485375,945947.4354052047,755702.8891927832
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Chronic obstructive pulmonary disease,Number,2010,616346.8079362266,710734.4456838522,531938.8043591678
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Chronic obstructive pulmonary disease,Number,2010,1405324.4470219864,1562236.693886841,1272183.6868929707
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Chronic obstructive pulmonary disease,Number,2010,965097.7979449781,1108560.8829723413,841612.881478597
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Chronic obstructive pulmonary disease,Number,2010,2150532.5143074202,2361667.8966082972,1954322.7925071672
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Chronic obstructive pulmonary disease,Number,2010,1372703.792639666,1552048.2901651799,1206073.3276305392
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Chronic obstructive pulmonary disease,Number,2010,3158201.419497144,3439200.663509319,2879754.8558714665
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Chronic obstructive pulmonary disease,Number,2010,1962206.759758215,2205963.872265732,1738881.9676927172
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Chronic obstructive pulmonary disease,Number,2010,4462290.862088139,4812114.30208634,4111138.6806207383
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Chronic obstructive pulmonary disease,Number,2010,2730200.3895923877,3031541.1436108327,2431165.1686861375
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Chronic obstructive pulmonary disease,Number,2010,5432435.964239406,5803032.914252215,4975266.767570203
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Chronic obstructive pulmonary disease,Number,2010,3393497.251304078,3754381.729021458,3030138.0585493348
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Chronic obstructive pulmonary disease,Number,2010,6320571.28261903,6753251.241240768,5880323.647981835
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Chronic obstructive pulmonary disease,Number,2010,4292743.91253848,4718273.690863203,3846953.5350248483
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Chronic obstructive pulmonary disease,Number,2010,5816053.542623657,6191756.567328765,5450671.999926713
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Chronic obstructive pulmonary disease,Number,2010,4261155.547758617,4672941.585622372,3730945.3935017074
DALYs (Disability-Adjusted Life Years),Global,Male,80-84,Chronic obstructive pulmonary disease,Number,2010,4237514.609790111,4490826.421473925,3883244.631070692
DALYs (Disability-Adjusted Life Years),Global,Female,80-84,Chronic obstructive pulmonary disease,Number,2010,3588742.5358178937,3951630.705379091,3120647.6265638955
DALYs (Disability-Adjusted Life Years),Global,Male,85-89,Chronic obstructive pulmonary disease,Number,2010,2046545.1036424495,2163717.837766123,1853469.9347456184
DALYs (Disability-Adjusted Life Years),Global,Female,85-89,Chronic obstructive pulmonary disease,Number,2010,2090502.6645879836,2296044.2584097735,1799250.2450657843
DALYs (Disability-Adjusted Life Years),Global,Male,90-94,Chronic obstructive pulmonary disease,Number,2010,518946.7338331506,557078.3193131979,457471.6943652328
DALYs (Disability-Adjusted Life Years),Global,Female,90-94,Chronic obstructive pulmonary disease,Number,2010,809781.6761293971,896816.1576831654,671618.9037707947
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Chronic obstructive pulmonary disease,Number,2010,122503.50768707143,134018.02693793832,102580.97015136846
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Chronic obstructive pulmonary disease,Number,2010,249619.40758438554,279423.6762930381,201721.66112087065
DALYs (Disability-Adjusted Life Years),Global,Male,0-6 days,Chronic obstructive pulmonary disease,Number,2016,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,0-6 days,Chronic obstructive pulmonary disease,Number,2016,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,7-27 days,Chronic obstructive pulmonary disease,Number,2016,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,7-27 days,Chronic obstructive pulmonary disease,Number,2016,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,28-364 days,Chronic obstructive pulmonary disease,Number,2016,614.7090899974467,778.3247999432624,427.0498118706067
DALYs (Disability-Adjusted Life Years),Global,Female,28-364 days,Chronic obstructive pulmonary disease,Number,2016,692.4684459751021,865.2429053123182,497.1872812528312
DALYs (Disability-Adjusted Life Years),Global,Male,1-4 years,Chronic obstructive pulmonary disease,Number,2016,56863.96050512274,86376.28536649207,42238.71872377054
DALYs (Disability-Adjusted Life Years),Global,Female,1-4 years,Chronic obstructive pulmonary disease,Number,2016,89844.38999955762,156626.9835215504,52192.86676601646
DALYs (Disability-Adjusted Life Years),Global,Male,5-9 years,Chronic obstructive pulmonary disease,Number,2016,60872.54995659466,71821.43197203132,49477.600268572394
DALYs (Disability-Adjusted Life Years),Global,Female,5-9 years,Chronic obstructive pulmonary disease,Number,2016,64811.72484680193,76835.90626503614,53133.432512630556
DALYs (Disability-Adjusted Life Years),Global,Male,10-14 years,Chronic obstructive pulmonary disease,Number,2016,86481.93069612082,101199.71852116911,70455.7251849004
DALYs (Disability-Adjusted Life Years),Global,Female,10-14 years,Chronic obstructive pulmonary disease,Number,2016,91889.0446530271,107530.15795052303,75516.88881202319
DALYs (Disability-Adjusted Life Years),Global,Male,15-19 years,Chronic obstructive pulmonary disease,Number,2016,175832.90723860866,202445.43569059146,149409.92157560078
DALYs (Disability-Adjusted Life Years),Global,Female,15-19 years,Chronic obstructive pulmonary disease,Number,2016,165675.1887141307,190855.80666111197,140292.4224976126
DALYs (Disability-Adjusted Life Years),Global,Male,20-24 years,Chronic obstructive pulmonary disease,Number,2016,243560.26735064635,275659.15440493263,208966.70535226163
DALYs (Disability-Adjusted Life Years),Global,Female,20-24 years,Chronic obstructive pulmonary disease,Number,2016,235714.69410704775,270379.78793270275,198630.24342463547
DALYs (Disability-Adjusted Life Years),Global,Male,25-29 years,Chronic obstructive pulmonary disease,Number,2016,320391.6113226611,361294.5011642557,277868.2373079142
DALYs (Disability-Adjusted Life Years),Global,Female,25-29 years,Chronic obstructive pulmonary disease,Number,2016,312919.0645114525,357282.8439124175,263019.1365403701
DALYs (Disability-Adjusted Life Years),Global,Male,30-34 years,Chronic obstructive pulmonary disease,Number,2016,416069.5135694177,468136.1746393068,363238.5858593914
DALYs (Disability-Adjusted Life Years),Global,Female,30-34 years,Chronic obstructive pulmonary disease,Number,2016,377010.0356547418,432991.05192611815,318822.9031970033
DALYs (Disability-Adjusted Life Years),Global,Male,35-39 years,Chronic obstructive pulmonary disease,Number,2016,512136.78793306235,578830.8803111778,449826.77100946044
DALYs (Disability-Adjusted Life Years),Global,Female,35-39 years,Chronic obstructive pulmonary disease,Number,2016,442931.1073045101,510392.83010946866,373589.4801544995
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Chronic obstructive pulmonary disease,Number,2016,778868.2585534418,869982.9951592413,693632.8661138716
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Chronic obstructive pulmonary disease,Number,2016,593752.2757554147,681686.7235879505,506490.1337373861
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Chronic obstructive pulmonary disease,Number,2016,1369650.0944071326,1528659.7670436597,1225007.333971711
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Chronic obstructive pulmonary disease,Number,2016,957570.418361208,1102370.3933467756,823391.5181770596
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Chronic obstructive pulmonary disease,Number,2016,2260473.677330389,2496143.929059442,2046927.277835889
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Chronic obstructive pulmonary disease,Number,2016,1602881.440622636,1834157.8340318305,1360060.7224851209
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Chronic obstructive pulmonary disease,Number,2016,3204327.5427657263,3496926.6759898826,2887981.5976096895
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Chronic obstructive pulmonary disease,Number,2016,2039686.4597402546,2295735.753366162,1762721.863479831
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Chronic obstructive pulmonary disease,Number,2016,4796630.765582051,5216713.953154649,4405150.459728811
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Chronic obstructive pulmonary disease,Number,2016,3139781.4745279048,3500003.331741041,2747426.262593568
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Chronic obstructive pulmonary disease,Number,2016,5739830.736317697,6185815.121328592,5271948.8854518905
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Chronic obstructive pulmonary disease,Number,2016,3773086.7657602457,4172701.1819093656,3360228.373446807
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Chronic obstructive pulmonary disease,Number,2016,6163859.273038994,6642424.192317481,5675365.480809703
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Chronic obstructive pulmonary disease,Number,2016,4313899.188673411,4773617.3848394565,3814384.9067571377
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Chronic obstructive pulmonary disease,Number,2016,5842413.354439581,6280275.513602799,5369831.831802579
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Chronic obstructive pulmonary disease,Number,2016,4348786.23659261,4795402.571178467,3833258.069786866
DALYs (Disability-Adjusted Life Years),Global,Male,80-84,Chronic obstructive pulmonary disease,Number,2016,4666130.574250367,5044679.816870859,4250381.363123883
DALYs (Disability-Adjusted Life Years),Global,Female,80-84,Chronic obstructive pulmonary disease,Number,2016,4104477.553341237,4535904.785111861,3554213.339003561
DALYs (Disability-Adjusted Life Years),Global,Male,85-89,Chronic obstructive pulmonary disease,Number,2016,2505047.5125153433,2699828.6824355638,2257755.809632749
DALYs (Disability-Adjusted Life Years),Global,Female,85-89,Chronic obstructive pulmonary disease,Number,2016,2376637.8488871283,2666468.5529385516,2046259.951367193
DALYs (Disability-Adjusted Life Years),Global,Male,90-94,Chronic obstructive pulmonary disease,Number,2016,677352.5938918657,733368.7879911384,591981.8239499938
DALYs (Disability-Adjusted Life Years),Global,Female,90-94,Chronic obstructive pulmonary disease,Number,2016,1025474.7680875019,1158871.6296663652,846216.7280310711
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Chronic obstructive pulmonary disease,Number,2016,156055.68322998594,170955.5722814521,130371.42321452282
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Chronic obstructive pulmonary disease,Number,2016,320789.068045258,362762.86220949696,257515.6361433118
DALYs (Disability-Adjusted Life Years),Global,Male,0-6 days,Chronic obstructive pulmonary disease,Number,2018,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,0-6 days,Chronic obstructive pulmonary disease,Number,2018,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,7-27 days,Chronic obstructive pulmonary disease,Number,2018,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,7-27 days,Chronic obstructive pulmonary disease,Number,2018,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,28-364 days,Chronic obstructive pulmonary disease,Number,2018,595.093622921348,755.8526450910903,410.71675620794286
DALYs (Disability-Adjusted Life Years),Global,Female,28-364 days,Chronic obstructive pulmonary disease,Number,2018,680.3510296523676,854.7628764428576,485.07539838211994
DALYs (Disability-Adjusted Life Years),Global,Male,1-4 years,Chronic obstructive pulmonary disease,Number,2018,51159.286346660956,72649.36122799075,38516.92228904981
DALYs (Disability-Adjusted Life Years),Global,Female,1-4 years,Chronic obstructive pulmonary disease,Number,2018,82296.36404562758,140645.2289289119,49174.51342902303
DALYs (Disability-Adjusted Life Years),Global,Male,5-9 years,Chronic obstructive pulmonary disease,Number,2018,59554.83637356875,70502.26605288693,47823.01999174382
DALYs (Disability-Adjusted Life Years),Global,Female,5-9 years,Chronic obstructive pulmonary disease,Number,2018,64724.65167672969,76122.20079057757,52123.78712076931
DALYs (Disability-Adjusted Life Years),Global,Male,10-14 years,Chronic obstructive pulmonary disease,Number,2018,85913.0035303241,101105.80474381232,69764.58733692815
DALYs (Disability-Adjusted Life Years),Global,Female,10-14 years,Chronic obstructive pulmonary disease,Number,2018,92968.71891381261,109318.98444626016,75978.48600531483
DALYs (Disability-Adjusted Life Years),Global,Male,15-19 years,Chronic obstructive pulmonary disease,Number,2018,175991.66451576422,202994.03894870752,149026.26592064038
DALYs (Disability-Adjusted Life Years),Global,Female,15-19 years,Chronic obstructive pulmonary disease,Number,2018,167690.6517117052,193359.9584690358,141803.28206861243
DALYs (Disability-Adjusted Life Years),Global,Male,20-24 years,Chronic obstructive pulmonary disease,Number,2018,243696.98362242721,277147.8361115511,210180.85900235604
DALYs (Disability-Adjusted Life Years),Global,Female,20-24 years,Chronic obstructive pulmonary disease,Number,2018,236876.88057907394,271424.63539646403,198217.29031149708
DALYs (Disability-Adjusted Life Years),Global,Male,25-29 years,Chronic obstructive pulmonary disease,Number,2018,319250.0831406897,359371.3864771625,274293.31723639596
DALYs (Disability-Adjusted Life Years),Global,Female,25-29 years,Chronic obstructive pulmonary disease,Number,2018,311766.5826193576,358212.5034945103,261582.346271373
DALYs (Disability-Adjusted Life Years),Global,Male,30-34 years,Chronic obstructive pulmonary disease,Number,2018,428163.2569257498,483164.3660597869,373347.6751247904
DALYs (Disability-Adjusted Life Years),Global,Female,30-34 years,Chronic obstructive pulmonary disease,Number,2018,391203.41986198066,452087.7534779842,329075.13278128335
DALYs (Disability-Adjusted Life Years),Global,Male,35-39 years,Chronic obstructive pulmonary disease,Number,2018,526536.5406018941,593281.5221470936,460517.82616654877
DALYs (Disability-Adjusted Life Years),Global,Female,35-39 years,Chronic obstructive pulmonary disease,Number,2018,454805.1773406778,524307.2647067361,385577.1396630065
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Chronic obstructive pulmonary disease,Number,2018,776635.4113955386,864846.419158424,684303.9098960133
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Chronic obstructive pulmonary disease,Number,2018,590191.8832682401,682186.9189216882,503223.24671763537
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Chronic obstructive pulmonary disease,Number,2018,1345713.777426725,1504361.044652649,1189102.9085623955
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Chronic obstructive pulmonary disease,Number,2018,959731.5051126579,1106456.6401645318,824824.2737764778
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Chronic obstructive pulmonary disease,Number,2018,2293888.0451980713,2558381.4171026396,2053468.6566980067
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Chronic obstructive pulmonary disease,Number,2018,1614444.044624154,1854893.8032947807,1370948.3005731166
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Chronic obstructive pulmonary disease,Number,2018,3217676.3061575564,3563285.927031556,2869998.5496565327
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Chronic obstructive pulmonary disease,Number,2018,2096749.860134518,2367477.373790757,1797882.890986335
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Chronic obstructive pulmonary disease,Number,2018,4738027.4081538925,5200562.138144656,4292310.747230526
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Chronic obstructive pulmonary disease,Number,2018,3124531.548971855,3502778.7639146806,2708401.9229946733
